channel_link,updated_on,last_synched_on,created_on,event_date_fk,event_fk,id,channel_fk,operation
https://brahmakumaris-uk.zoom.us/j/93375132224?pwd=L0NNZjZuVGt4Q0xJaHk3YmNsWE9JZz09,2021-08-22T12:17:41.301723,2021-08-22T12:18:05.809047,2021-08-20T11:37:08.366188,,46134,3782838,3709989,UPDATE
,2021-11-27T11:57:02.99839,2021-11-27T11:57:14.769413,2021-08-13T12:12:14.24557,,3772740,3772775,3710037,UPDATE
,2021-08-20T11:27:35.774718,2021-08-20T11:40:08.971656,2021-08-13T12:02:53.285157,,3772705,3772744,3710037,UPDATE
live,2021-11-27T11:36:40.839712,2021-11-27T11:36:52.918439,2021-11-06T14:55:13.656486,,3763597,3870398,3710003,UPDATE
91070614464,2021-11-27T11:41:31.289495,2021-11-27T11:41:50.996207,2021-08-16T09:56:02.111848,,3776470,3776477,3709989,UPDATE
91578208688,2021-11-27T11:59:52.148407,2021-11-27T12:00:20.309861,2021-08-16T09:44:13.595022,,3776465,3776469,3709989,UPDATE
97680921335,2021-11-27T12:27:45.276966,2021-11-27T12:27:57.637968,2021-08-17T16:56:29.238554,,3778778,3778782,3709989,UPDATE
95376347137,2021-11-27T12:12:22.218168,2021-11-27T12:12:43.143109,2021-08-02T15:41:43.299157,,3735311,3761542,3709989,UPDATE
brahmakumar,,2022-06-14T19:17:04.158862,2022-06-14T19:16:53.696291,,4100290,4100293,3709991,INSERT
http://brahmakumaris-uk.zoom.us/j/95376347137?pwd=Wm90QjNxRWVmVUt6NUN3cm05N2lkQT09,2021-11-27T11:51:36.873305,2021-11-27T11:51:48.734421,2021-08-08T16:41:31.974084,,3768880,3768883,3709989,UPDATE
93733090856,2021-11-27T12:01:40.72428,2021-11-27T12:01:52.672399,2021-08-17T17:31:58.024887,,3778847,3778851,3709989,UPDATE
live,2021-11-27T12:19:48.180085,2021-11-27T12:20:30.205692,2021-11-06T18:04:10.175451,,3670121,3871211,3710003,UPDATE
,2021-11-27T12:12:44.38156,2021-11-27T12:13:00.146845,2021-08-22T09:43:17.989639,,3480154,3785046,3710037,UPDATE
brahmakumar,,2022-06-14T19:17:04.158862,2022-06-14T19:16:53.696291,,4100290,4100294,3709991,INSERT
brahmakumar,2022-07-21T11:45:20.558475,2022-07-21T12:00:12.005976,2022-07-20T09:14:12.262007,,4130395,4130399,3709991,UPDATE
92697467350,2021-11-27T11:57:02.99839,2021-11-27T11:57:19.102877,2021-08-13T12:12:14.24557,,3772740,3772774,3709989,UPDATE
91304474206,2021-11-27T11:37:07.234699,2021-11-27T11:37:19.774421,2021-08-17T10:16:17.799768,,3778054,3778058,3709989,UPDATE
,,2022-05-02T11:40:20.725919,2022-05-02T11:38:35.249995,,4057088,4057091,3710037,INSERT
,,2022-05-01T18:00:20.896609,2022-05-01T17:59:50.598721,,4050169,4056619,3710037,INSERT
,,2022-05-02T11:40:22.767702,2022-05-02T11:33:42.13307,,4057069,4057074,3710037,INSERT
,,2022-05-02T11:40:24.818169,2022-05-02T11:36:25.578337,,4057076,4057079,3710037,INSERT
,,2022-05-02T12:00:17.592969,2022-05-02T11:43:25.888551,,4055968,4057115,3710037,INSERT
92150527643,2022-08-10T11:31:16.366347,2022-08-10T11:31:38.408674,2021-06-28T20:59:24.073418,,47651,3716835,3709989,DELETE
,2022-06-20T22:55:32.671976,2022-06-20T22:56:11.603372,2021-06-28T16:55:16.77209,,3703881,3715800,3710037,DELETE
,,2022-05-03T13:20:15.652254,2022-05-01T14:21:37.839468,,4056536,4056547,3710037,INSERT
uk-london-wembley,2022-07-27T11:28:52.036855,2022-07-27T11:29:03.944379,2022-07-20T12:13:16.504386,,4130547,4130551,3710003,UPDATE
,2022-07-21T11:45:20.558475,2022-07-21T12:00:07.294977,2022-07-20T09:14:12.262007,,4130395,4130400,3710037,UPDATE
,2022-08-14T08:15:36.829933,2022-08-14T08:15:50.514649,2022-07-20T12:18:30.21081,,4130561,4130566,3710037,UPDATE
,2021-11-27T11:36:27.197659,2021-11-27T11:36:38.798692,2021-08-29T14:25:21.79928,,3791602,3791607,3710037,DELETE
,2021-11-27T11:58:55.2442,2021-11-27T11:59:07.433629,2021-08-22T18:07:03.531925,,3785355,3785360,3710037,UPDATE
,2022-04-03T10:25:00.056475,2022-04-29T10:20:48.838588,2021-08-29T11:20:50.004348,,3791521,3791529,3710037,UPDATE
,2021-11-27T11:46:27.848889,2021-11-27T11:46:44.396583,2021-08-29T09:26:09.81129,,3760192,3791451,3710037,UPDATE
99505948629,2021-11-27T11:49:58.662442,2021-11-27T11:50:10.611296,2021-08-28T16:09:41.106781,,3791043,3791047,3709989,UPDATE
https://us06web.zoom.us/meeting/register/tZMlc-qgqTosHtIR-t21qsT13k_2pa1Wlspc,2021-11-27T11:48:12.775743,2021-11-27T11:48:24.615279,2021-08-26T07:21:15.186951,,3788628,3788631,3709989,UPDATE
https://us02web.zoom.us/j/89228320047?pwd=eFZpdkRYRGY0ODRyNlFoc29mbUhyUT09,2021-08-22T12:11:58.441707,2021-08-22T12:12:12.981681,2021-08-22T12:09:09.545604,,3351664,3785110,3709989,UPDATE
https://us02web.zoom.us/j/89228320047?pwd=eFZpdkRYRGY0ODRyNlFoc29mbUhyUT09,2021-08-22T12:11:58.441707,2021-08-22T12:12:12.981681,2021-08-22T12:09:09.545604,,3351664,3785111,3709989,UPDATE
https://us02web.zoom.us/j/89228320047?pwd=eFZpdkRYRGY0ODRyNlFoc29mbUhyUT09,2021-08-22T12:11:58.441707,2021-08-22T12:12:12.981681,2021-08-22T12:09:09.545604,,3351664,3785112,3709989,UPDATE
,2021-11-28T17:09:05.205681,2021-11-28T17:09:15.410178,2021-08-22T18:23:36.078753,,3785394,3785399,3710037,UPDATE
,2021-11-27T11:41:06.68385,2021-11-27T11:41:24.519674,2021-09-19T16:14:01.564376,,3816268,3816273,3710037,UPDATE
,2021-11-27T12:12:33.32141,2021-11-27T12:12:45.23546,2021-08-22T18:13:50.2762,,3785369,3785374,3710037,UPDATE
269000373,2022-07-19T21:02:15.92588,2022-07-19T21:02:55.044392,2021-06-28T22:01:34.925423,,63734,3717032,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJIqduyprj4pG9ZIbThobgFGxhuwzLzfux3s,2021-11-27T12:14:06.843146,2021-11-27T12:14:22.837378,2021-08-26T07:46:08.308866,,3788650,3788653,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJYrcO-spzgsG93iVlQIzPeSFRHcdNcnL6zP,2021-11-27T11:46:10.983129,2021-11-27T11:46:27.532435,2021-08-26T07:27:40.606903,,3788632,3788635,3709989,UPDATE
https://www.facebook.com/BrahmaKumarisLeeds,2021-11-27T11:36:27.197659,2021-11-27T11:36:36.971332,2021-08-29T14:23:58.571773,,3791602,3791606,3709990,DELETE
,2021-11-27T12:23:49.184459,2021-11-27T12:24:00.774727,2021-08-22T18:04:24.61709,,3785350,3785354,3710037,UPDATE
,2021-11-27T11:43:31.312699,2021-11-27T11:43:43.222043,2021-08-28T18:20:47.306204,,3791069,3791073,3710037,UPDATE
https://www.youtube.com/brahmakumarisportugal,2021-08-23T12:21:35.970898,2021-08-23T12:40:10.449701,2021-08-22T15:32:28.010339,,3785242,3785246,3709991,UPDATE
,2021-08-23T12:21:35.970898,2021-08-23T12:40:15.225164,2021-08-22T15:32:28.010339,,3785242,3785247,3710037,UPDATE
,,2021-08-23T13:14:58.767413,2021-08-23T13:14:53.317567,,3785740,3785743,3710037,INSERT
,,2021-08-23T13:18:44.87508,2021-08-23T13:18:42.277999,,3785747,3785750,3710037,INSERT
https://brahmakumaris-uk.zoom.us/meeting/register/tJMrcOmqqj4uGdZeWJE9ffBkvPJDljDf7-Iq,2021-11-27T12:22:41.307024,2021-11-27T12:22:53.30839,2021-08-26T07:56:00.686714,,3788658,3788661,3709989,UPDATE
,2022-06-19T11:20:30.292233,2022-07-08T12:35:55.903745,2022-05-01T09:19:00.584149,,65349,4056469,3710037,UPDATE
,2021-11-27T11:59:29.96164,2021-11-27T11:59:41.830455,2021-08-22T18:09:19.743515,,3785362,3785367,3710037,UPDATE
,2022-08-14T08:20:41.869879,2022-08-14T08:20:55.661404,2022-07-20T12:20:50.630137,,4130568,4130573,3710037,UPDATE
https://zoom.us,2021-11-27T12:30:19.295126,2021-11-27T12:30:31.445901,2021-09-10T15:27:47.095696,,3791243,3805786,3709989,UPDATE
82425337431,2022-05-05T14:57:48.858374,2022-05-05T15:00:18.507195,2021-08-24T12:25:21.081064,,51304,3786952,3709989,UPDATE
84747527638,2022-07-07T14:21:44.000264,2022-07-08T12:36:00.768844,2021-08-29T09:57:32.434062,,3502190,3791462,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJUrf-2qrTkjH9VDmij5gGTr5R8_H3dY57Wz,2021-11-27T12:25:59.564915,2021-11-27T12:26:13.299635,2021-08-28T21:24:08.170351,,3791229,3791232,3709989,UPDATE
,2022-02-07T14:28:26.834627,2022-05-05T15:00:21.575356,2021-08-24T12:25:21.081064,,51304,3786953,3710037,UPDATE
,2022-02-14T13:23:33.827148,2022-02-14T13:40:17.167532,2021-08-29T10:35:03.698614,,43872,3791482,3710037,UPDATE
83471079362,2021-12-10T17:15:48.469473,2021-12-10T17:20:20.388251,2021-08-28T14:26:01.755604,,14225,3790987,3709989,UPDATE
,2021-11-27T12:13:26.799628,2021-11-27T12:13:38.65682,2021-08-22T18:16:13.98062,,3785375,3785380,3710037,UPDATE
92533073572,2022-07-24T15:54:04.43901,2022-07-24T15:54:57.212676,2021-09-10T15:15:17.146819,,63370,3805784,3709989,UPDATE
98889297032,,2022-08-12T13:10:06.259174,2022-08-12T13:10:03.419579,,4151998,4152001,3709989,INSERT
https://us06web.zoom.us/meeting/register/tZwpcOuoqTMoGd0mvSSx3CrP_IBl0V1zjCce,2021-11-27T11:45:43.3572,2021-11-27T11:46:00.06803,2021-08-26T07:51:13.247422,,3788654,3788657,3709989,UPDATE
https://us02web.zoom.us/j/88956367839?pwd=Y3B2WFNtY0NmTHovS3JhU3AveDFHdz09,2021-08-29T08:39:11.647276,2021-08-29T08:40:11.896996,2021-08-29T08:35:22.961473,,3502196,3791415,3709989,UPDATE
,2021-11-27T12:08:09.565309,2021-11-27T12:08:21.535985,2021-08-28T13:57:45.366997,,3790937,3790941,3710037,UPDATE
88975969602,2022-04-29T10:17:05.173134,2022-04-29T10:21:06.918975,2021-08-29T11:20:50.004348,,3791521,3791528,3709989,UPDATE
,2021-12-10T17:15:48.469473,2021-12-10T17:20:25.34528,2021-08-28T14:26:01.755604,,14225,3790988,3710037,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJYtdOmrqT8iHdO9jKdLfxK15eFvH4gwcJ_U,2021-11-27T12:10:03.029943,2021-11-27T12:10:19.477447,2021-08-28T21:18:31.748388,,3791225,3791228,3709989,UPDATE
96348441631,2021-11-27T11:58:33.456181,2021-11-27T11:58:54.046025,2021-09-19T16:04:53.866706,,3816242,3816246,3709989,UPDATE
,2022-06-09T18:16:49.105914,2022-06-09T18:20:38.767486,2021-08-25T15:51:11.666373,,3788052,3788055,3710037,UPDATE
live,2021-11-27T12:02:24.376462,2021-11-27T12:02:44.783219,2021-08-25T12:38:44.701604,,3768867,3787896,3710003,UPDATE
https://zoom.us/download#mobile_app,2021-08-28T13:06:56.984439,2021-08-28T13:20:18.994194,2021-08-28T12:50:57.743566,,3790871,3790875,3709989,UPDATE
https://zoom.us/download#mobile_app,2021-08-28T13:06:56.984439,2021-08-28T13:20:18.994194,2021-08-28T12:50:57.743566,,3790871,3790876,3709989,UPDATE
https://zoom.us/download#mobile_app,2021-08-28T13:06:56.984439,2021-08-28T13:20:18.994194,2021-08-28T12:50:57.743566,,3790871,3790877,3709989,UPDATE
86358188858,2022-02-14T13:23:33.827148,2022-02-14T13:40:13.640583,2021-08-29T10:35:03.698614,,43872,3791481,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJwpduiurjsjEtO_BSubdPHjF8xGyllRpScw,2021-11-27T11:43:22.87199,2021-11-27T11:43:39.329398,2021-08-28T13:35:06.584226,,3790930,3790933,3709989,UPDATE
,2022-08-02T10:57:39.135175,2022-08-02T10:58:08.645833,2021-07-21T09:23:56.645825,,3753642,3753648,3710037,DELETE
https://zoom.us/download#mobile_app,2021-08-29T09:21:14.266446,2021-08-29T09:40:20.894751,2021-08-28T12:33:33.207534,,3790852,3790856,3709989,UPDATE
https://zoom.us/download#mobile_app,2021-08-29T09:21:14.266446,2021-08-29T09:40:20.894751,2021-08-28T12:33:33.207534,,3790852,3790857,3709989,UPDATE
https://zoom.us/download#mobile_app,2021-08-29T09:21:14.266446,2021-08-29T09:40:20.894751,2021-08-28T12:33:33.207534,,3790852,3790858,3709989,UPDATE
94814836940,2021-11-27T11:41:06.68385,2021-11-27T11:41:32.896401,2021-09-19T16:14:01.564376,,3816268,3816274,3709989,UPDATE
,2021-12-04T12:14:15.227511,2021-12-04T12:14:28.664509,2021-08-08T15:29:39.382225,,3768767,3768780,3710037,UPDATE
https://zoom.us,2021-11-27T12:15:52.341214,2021-11-27T12:16:11.22141,2021-09-10T15:18:19.845606,,3791253,3805785,3709989,UPDATE
,2021-11-27T12:28:47.864199,2021-11-27T12:29:00.376987,2021-08-22T18:21:56.237453,,3785388,3785393,3710037,UPDATE
https://www.youtube.com/watch?v=MU1fvDALb_8,2021-08-29T14:28:23.695133,2021-08-29T14:40:15.496967,2021-08-29T11:29:33.035699,,3791534,3791537,3709991,UPDATE
,2021-11-27T12:21:35.754144,2021-11-27T12:21:52.060492,2021-11-06T18:05:59.150691,,3689294,3871228,3710037,UPDATE
,2022-08-15T11:52:40.896105,2022-08-15T11:54:58.398948,2021-08-29T15:04:02.342532,,3791625,3791641,3710037,UPDATE
,2021-11-27T12:25:31.175004,2021-11-27T12:25:42.879772,2021-08-22T18:26:22.365283,,3785400,3785405,3710037,UPDATE
,2021-12-13T09:15:29.786288,2021-12-13T09:15:43.142498,2021-08-22T18:17:36.27058,,3785381,3785386,3710037,UPDATE
8140976317,2021-11-27T12:22:20.372021,2021-11-27T12:22:36.417051,2021-06-28T18:48:22.379633,,3502970,3716218,3709989,UPDATE
uk-london-wembley,2022-08-14T08:20:41.869879,2022-08-14T08:20:58.196434,2022-07-20T12:20:50.630137,,4130568,4130572,3710003,UPDATE
82032128090,2022-02-15T08:35:04.721275,2022-02-15T08:40:19.999299,2021-08-29T10:05:54.607073,,3791473,3791477,3709989,UPDATE
88975969602,2022-07-30T11:23:46.373025,2022-07-30T11:40:13.854611,2021-08-29T11:04:44.844678,,3791513,3791518,3709989,UPDATE
,,2022-05-01T16:00:24.568714,2022-05-01T15:40:24.957193,,4056576,4056580,3710037,INSERT
,2022-07-20T15:52:00.868274,2022-07-20T16:00:12.336,2022-07-20T15:50:47.302711,,4130667,4130670,3710037,UPDATE
,,2022-05-01T18:00:20.896609,2022-05-01T17:58:57.134464,,4050169,4056618,3710037,INSERT
MU1fvDALb_8,2021-11-27T11:49:58.662442,2022-05-21T20:01:45.835981,2021-08-28T16:09:41.106781,,3791043,3791046,3709991,UPDATE
,,2022-05-01T23:00:28.675757,2022-05-01T22:53:36.073142,,4056700,4056703,3710037,INSERT
,,2022-05-01T23:00:31.061797,2022-05-01T22:54:59.166019,,4056704,4056707,3710037,INSERT
https://zoom.us,2021-11-27T12:16:12.362775,2021-11-27T12:16:32.956048,2021-10-27T09:02:14.545219,,3692581,3854495,3709989,UPDATE
,,2022-05-01T23:00:26.256616,2022-05-01T22:52:14.147033,,4056696,4056699,3710037,INSERT
8140976317,2021-11-27T12:22:20.372021,2021-11-27T12:22:36.417051,2021-06-28T18:48:22.379633,,3502970,3716217,3709989,UPDATE
95190489204,2021-11-27T12:07:33.05666,2021-11-27T12:07:49.897561,2021-09-03T16:28:52.705843,,3797839,3797842,3709989,UPDATE
https://www.youtube.com/brahmakumarisportugal,,2021-08-30T11:00:12.657228,2021-08-30T10:58:21.663546,,3792019,3792023,3709991,INSERT
,,2021-08-30T11:00:14.672005,2021-08-30T10:58:21.663546,,3792019,3792024,3710037,INSERT
,,2021-08-30T13:21:06.400877,2021-08-30T13:21:01.815582,,3792119,3792122,3710037,INSERT
,,2021-08-30T13:23:22.63666,2021-08-30T13:23:20.16341,,3792123,3792126,3710037,INSERT
,,2021-08-30T13:24:54.603472,2021-08-30T13:24:52.152391,,3792127,3792130,3710037,INSERT
https://zoom.us,2021-11-27T12:23:33.954897,2021-11-27T12:23:47.768185,2021-10-27T08:58:59.399878,,3478743,3854487,3709989,UPDATE
https://www.youtube.com/brahmakumarisportugal,2021-09-07T09:38:43.750758,2021-09-07T09:40:11.916264,2021-09-06T19:10:05.13736,,3800370,3800398,3709991,UPDATE
live,2021-11-27T12:25:43.82337,2021-11-27T12:25:55.374675,2021-09-09T14:56:27.596967,,3786714,3804400,3710003,UPDATE
,2021-09-07T09:38:43.750758,2021-09-07T09:40:15.413213,2021-09-06T19:10:05.13736,,3800370,3800399,3710037,UPDATE
,2022-03-13T14:46:12.153086,2022-03-13T14:46:26.303758,2021-09-01T09:44:26.680283,,3327163,3794214,3710037,DELETE
83097692989,2021-11-27T12:10:16.44479,2021-11-27T12:10:28.187175,2021-09-09T12:32:27.871411,,65844,3804116,3709989,UPDATE
,2022-07-16T23:25:46.826844,2022-07-16T23:40:16.670046,2021-09-05T23:53:44.417605,,3799895,3799898,3710037,UPDATE
https://brahmakumaris-uk.zoom.us/j/99505948629?pwd=aG94SEhoYmoxdUdpamNrMkxCR21Kdz09,2021-09-09T10:36:27.70901,2021-09-09T10:40:10.691981,2021-09-08T10:21:39.242846,,3802600,3802604,3709989,UPDATE
https://www.youtube.com/watch?v=63ukH5V_aBw,2021-09-09T10:36:27.70901,2021-09-09T10:40:14.172665,2021-09-09T10:33:36.759356,,3802600,3804013,3709991,UPDATE
https://zoom.us,2021-11-27T12:28:23.411476,2021-11-27T12:28:39.781251,2021-10-27T09:01:39.289914,,65229,3854491,3709989,UPDATE
,2021-11-27T11:37:03.180409,2021-11-27T11:37:19.783907,2021-10-27T09:01:50.81039,,65637,3854492,3710037,UPDATE
,2021-11-27T11:50:23.296602,2021-11-27T11:50:39.671625,2021-09-09T13:29:21.120324,,65843,3804257,3710037,UPDATE
,,2021-09-04T21:01:06.698584,2021-09-04T21:01:03.482553,,3799301,3799304,3710037,INSERT
,2021-11-27T12:10:16.44479,2021-11-27T12:10:32.549038,2021-09-09T12:32:27.871411,,65844,3804117,3710037,UPDATE
,2021-11-27T12:10:16.671516,2021-11-27T12:10:33.239818,2021-09-11T10:45:01.549628,,3806549,3806571,3710037,UPDATE
,2021-11-27T11:36:00.121813,2021-11-27T11:36:17.681894,2021-09-09T13:52:23.143776,,65787,3804323,3710037,UPDATE
,2022-07-07T00:26:32.111194,2022-07-08T12:36:17.729287,2021-06-28T17:36:59.547589,,3598894,3715967,3710037,UPDATE
,2022-07-27T11:28:52.036855,2022-07-27T11:29:06.480281,2022-07-20T12:13:16.504386,,4130547,4130552,3710037,UPDATE
live,2021-11-27T11:38:44.634953,2021-11-27T11:38:56.575422,2021-09-09T15:09:08.963214,,3792245,3804416,3710003,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJcqceypqj4oHNDGXwtJh_v4TbxXKymICJjS,,2021-12-20T20:40:19.211306,2021-12-20T20:08:23.564603,,3931479,3931482,3709989,INSERT
live,2021-11-27T11:54:25.440387,2021-11-27T11:54:37.273206,2021-09-09T14:32:22.79645,,3792234,3804375,3710003,UPDATE
https://www.youtube.com/user/BrahmaKumarisUK,2021-11-27T11:46:09.358141,2021-11-27T11:46:21.224604,2021-09-04T11:47:29.85242,,3798761,3798765,3709991,DELETE
live,2021-11-27T12:05:48.076136,2021-11-27T12:06:00.021062,2021-09-09T15:22:38.306849,,3786719,3804419,3710003,UPDATE
live,2021-11-27T12:09:41.009346,2021-11-27T12:10:01.815311,2021-09-08T17:54:26.910135,,3768890,3802956,3710003,UPDATE
live,2022-08-14T08:28:33.910577,2022-08-14T08:32:31.985077,2021-09-09T14:33:16.095367,,8729,3804376,3710003,UPDATE
live,2021-11-27T12:05:14.13619,2021-11-27T12:05:27.903232,2021-09-09T15:08:58.250789,,3792248,3804415,3710003,UPDATE
,,2021-09-06T13:45:04.980382,2021-09-06T13:44:57.813861,,3800089,3800092,3710037,INSERT
,,2021-09-06T14:18:32.33837,2021-09-06T14:18:26.06678,,3800119,3800122,3710037,INSERT
https://www.youtube.com/user/BrahmaKumarisUK,2022-04-20T11:43:13.269127,2022-04-20T11:43:25.602815,2021-09-10T13:08:59.670583,,3362405,3805657,3709991,DELETE
,2021-11-27T11:40:58.020878,2021-11-27T11:41:14.783124,2021-09-02T13:44:01.580801,,3795721,3795727,3710037,UPDATE
89683718356,2021-11-27T12:03:43.254418,2021-11-27T12:06:02.369207,2021-06-28T17:40:57.824983,,3327053,3715983,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJEvfu6pqD8jGtWjexYZsRaKaADkfXnBII-W,2021-11-27T11:55:54.134994,2021-11-27T11:56:14.611701,2021-09-27T15:11:54.588453,,3825053,3825056,3709989,UPDATE
live,2021-11-27T12:02:45.833707,2021-11-27T12:02:57.686454,2021-09-09T14:55:56.785835,,3793085,3804398,3710003,UPDATE
live,2021-11-27T12:22:11.918277,2021-11-27T12:22:23.981392,2021-11-06T18:06:56.068085,,3540673,3871230,3710003,UPDATE
https://www.youtube.com/user/BrahmaKumarisUK,2021-09-09T03:13:36.925446,2021-09-09T03:20:14.459311,2021-09-02T19:26:31.959755,,3796087,3796091,3709991,UPDATE
,2021-11-27T11:36:57.229317,2021-11-27T11:37:09.063064,2021-09-02T13:37:36.564907,,3795710,3795720,3710037,UPDATE
live,2021-11-27T12:06:47.840806,2021-11-27T12:06:59.602409,2021-09-09T15:22:27.834944,,3786729,3804418,3710003,UPDATE
https://zoom.us,2021-11-27T12:20:53.533106,2021-11-27T12:21:13.2194,2021-08-29T16:59:50.633783,,53278,3791742,3709989,UPDATE
live,2021-11-27T11:43:42.211667,2021-11-27T11:44:03.434429,2021-09-01T13:21:22.461416,,3768895,3794595,3710003,UPDATE
live,2022-06-30T16:47:52.273761,2022-07-08T12:36:14.882391,2021-09-09T15:10:31.402631,,3678466,3804417,3710003,UPDATE
,2022-01-31T09:36:29.23889,2022-04-20T12:01:41.329694,2021-09-10T13:08:59.670583,,3362405,3805658,3710037,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJwsfuqspjMrHtCQHPnhwVqt5PQRQ6UQJI1Q,2021-11-27T12:27:53.595249,2021-11-27T12:28:05.744416,2021-08-29T19:56:15.867029,,3791843,3791846,3709989,UPDATE
live,2021-11-27T12:21:51.791338,2021-11-27T12:22:03.471986,2021-09-09T14:31:25.587674,,3786724,3804374,3710003,UPDATE
live,2021-11-27T11:51:36.873305,2021-11-27T11:51:57.416133,2021-09-01T13:12:16.742745,,3768880,3794582,3710003,UPDATE
567587184,2022-02-11T16:49:44.488498,2022-02-11T17:00:13.375285,2021-06-28T20:45:13.905702,,49047,3716806,3709989,UPDATE
live,2021-11-27T11:59:08.543768,2021-11-27T11:59:28.770267,2021-09-01T13:19:45.257518,,3768885,3794594,3710003,UPDATE
https://zoom.us,2021-11-27T11:37:03.180409,2021-11-27T11:37:15.225173,2021-10-27T09:01:50.81039,,65637,3854493,3709989,UPDATE
https://brahmakumaris-uk.zoom.us/meeting/register/tJUlc-ugrT0oH9TTFuyxvMFYPULJk6oCjJNA,2021-11-27T12:22:23.712058,2021-11-27T12:22:35.992432,2021-08-26T07:07:24.978734,,3788624,3788627,3709989,UPDATE
,2021-11-27T12:25:22.926672,2021-11-27T12:25:39.326671,2021-09-11T10:43:41.984638,,3806545,3806548,3710037,UPDATE
83097692989,2021-11-27T11:50:23.296602,2021-11-27T11:50:35.319407,2021-09-09T13:29:21.120324,,65843,3804256,3709989,UPDATE
,,2021-09-10T14:00:09.885058,2021-09-10T14:00:04.744842,,3805735,3805738,3710037,INSERT
live,2021-11-27T12:22:09.880618,2021-11-27T12:22:22.409082,2021-09-09T14:56:16.842991,,3792262,3804399,3710003,UPDATE
97192952416,2022-07-21T10:32:20.55346,2022-07-21T10:32:36.62053,2021-10-19T12:42:48.940863,,49662,3847200,3709989,UPDATE
682933307,2022-02-11T17:04:57.335426,2022-02-11T17:08:43.876083,2021-06-28T19:34:27.802249,,52283,3716470,3709989,UPDATE
,2021-11-27T12:22:23.712058,2021-11-27T12:22:40.12804,2021-11-06T18:07:01.19553,,3788624,3871231,3710037,UPDATE
,2021-11-27T12:22:37.188392,2021-11-27T12:22:48.884423,2021-09-01T21:07:11.489723,,3795172,3795175,3710037,UPDATE
,2021-11-27T12:30:58.070165,2021-11-27T12:31:11.1492,2021-09-02T13:59:25.217644,,3795723,3795736,3710037,UPDATE
95457140553,2021-11-27T12:30:52.030948,2021-11-27T12:31:12.585776,2021-09-02T20:57:20.542767,,3796239,3796246,3709989,UPDATE
93547764985,,2021-12-22T11:04:30.052478,2021-12-22T11:04:14.303925,,3932319,3932324,3709989,INSERT
https://zoom.us/download#mobile_app,2021-12-21T12:28:38.164919,2021-12-21T12:40:22.693908,2021-12-21T12:16:16.475386,,3931813,3931818,3709989,UPDATE
,2021-11-27T12:23:24.204421,2021-11-27T12:23:43.319093,2021-09-01T09:59:57.889045,,3794288,3794292,3710037,UPDATE
95144523605,2022-03-13T14:46:12.155259,2022-03-13T14:46:24.504027,2021-09-01T09:44:26.680283,,3327163,3794213,3709989,UPDATE
https://zoom.us/download#mobile_app,2021-12-21T12:28:38.164919,2021-12-21T12:40:22.693908,2021-12-21T12:16:16.475386,,3931813,3931819,3709989,UPDATE
,2022-03-06T11:29:42.232972,2022-03-06T14:37:44.408356,2022-02-01T23:38:10.076975,,3978903,3978917,3710037,UPDATE
https://zoom.us/download#mobile_app,2022-01-07T08:26:49.545643,2022-01-07T08:40:16.502731,2022-01-07T08:25:04.027232,,3944863,3944868,3709989,UPDATE
91448018479,2022-01-29T16:37:28.309215,2022-01-29T16:37:30.305905,2022-01-08T14:47:27.426729,,3947065,3947069,3709989,UPDATE
,2022-02-01T23:30:15.560437,2022-02-01T23:30:25.393854,2022-02-01T23:29:31.194068,,3978897,3978902,3710037,UPDATE
269000373,2022-04-06T15:22:18.842455,2022-04-06T15:22:35.937025,2022-02-06T18:01:28.230119,,3983503,3983507,3709989,UPDATE
91281601241,2022-03-06T11:29:42.232972,2022-03-06T14:37:41.647066,2022-02-01T23:38:10.076975,,3978903,3978916,3709989,UPDATE
88045103731,2022-03-15T13:04:44.915254,2022-03-15T13:06:24.110167,2021-06-28T18:08:37.852971,,63841,3716067,3709989,UPDATE
97957406625,2021-11-27T12:15:16.390175,2021-11-27T12:15:28.256287,2021-09-13T10:00:02.77916,,3808208,3808212,3709989,UPDATE
http://brahmakumaris-uk.zoom.us/j/95376347137?pwd=Wm90QjNxRWVmVUt6NUN3cm05N2lkQT09,2021-11-27T12:01:20.952573,2021-11-27T12:01:38.250121,2021-09-11T11:32:25.710446,,3806651,3806664,3709989,UPDATE
live,2021-11-27T11:48:39.775092,2021-11-27T11:48:55.836548,2021-09-11T11:23:15.232895,,3806609,3806628,3710003,UPDATE
live,2021-11-27T11:57:55.488034,2021-11-27T11:58:12.095887,2021-09-11T11:22:22.900061,,3806607,3806625,3710003,UPDATE
live,2021-11-27T11:49:03.982982,2021-11-27T11:49:20.883525,2021-09-11T11:31:38.054275,,3806649,3806661,3710003,UPDATE
https://zoom.us,2021-11-27T11:48:29.547311,2021-11-27T11:49:59.151606,2021-09-16T09:04:36.18283,,658,3812151,3709989,UPDATE
